2019,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,1,FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO,1,1,5,51,5103403,1,1483,2,21,3,22,52,80,180,213,365,299,134,81,20,11,1,nan,1,1,0,1,0,1,0,0,2,8075408.31,919015573.44,0.0,273790616.9,108949048.75,105012445.0,122578958.0,9606414.13,2512494.15,304641004.82
2019,2,UNIVERSIDADE DE BRAS�LIA,UNB,2,FUNDACAO UNIVERSIDADE DE BRASILIA,1,1,5,53,5300108,1,3233,0,0,11,39,200,249,304,391,820,652,261,208,57,41,1,nan,1,1,1,1,1,1,51216,356305,2,42309485.04,63766319.01,53681013.45,843861323.93,0.0,287375615.81,210265895.61,23154904.42,10350582.3,473854910.33
2019,3,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,3,FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE,1,1,2,28,2806701,0,1444,0,30,5,21,101,132,661,472,0,0,9,10,2,1,1,nan,1,1,1,1,1,1,49339,277917,2,2064512.28,883685087.41,59978137.27,284769411.85,153337375.6,108034657.17,149160413.67,8212361.64,1445146.3,320418588.31
2019,4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,4,FUNDACAO UNIVERSIDADE DO AMAZONAS,1,1,1,13,1302603,1,1713,7,9,4,16,136,185,237,237,378,251,124,88,21,20,1,nan,1,1,0,1,1,1,48155,4136,1,5603181.06,1063314898.42,1721653.86,448206222.23,0.0,132201005.75,183971171.89,12676251.59,1312837.53,68453298.55
2019,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,6,UNIVERSIDADE FEDERAL DE OURO PRETO,1,1,3,31,3146107,0,1117,59,51,37,33,144,172,74,106,109,116,102,83,19,12,1,nan,1,1,1,1,1,1,0,15000,2,5905654.74,499218511.41,30461740.62,169161732.76,58998771.15,40920865.82,49075498.59,73345.77,828200.0,216527492.7
2019,10,PONTIF�CIA UNIVERSIDADE CAT�LICA DO PARAN�,PUCPR,10,ASSOCIACAO PARANAENSE DE CULTURA - APC,5,1,4,41,4106902,1,1274,9,9,14,19,262,200,353,156,134,72,15,19,7,5,1,nan,1,0,0,1,1,1,58080,23240,2,652351476.02,3361504.37,6311982.36,185080757.83,52202265.03,108865152.26,103892593.3,204568458.05,7415736.28,0.0
2019,11,UNIVERSIDADE CAT�LICA DE PERNAMBUCO,UNICAP,11,CENTRO DE EDUCACAO TECNICA E CULTURAL,5,1,2,26,2611606,1,467,1,9,0,7,70,89,109,87,47,30,3,13,0,2,1,nan,0,0,0,1,1,1,173,9899,2,156854682.0,0.0,50456955.0,74852160.0,32069790.0,42261883.0,45473330.0,17408235.0,635600.0,3185575.0
2019,13,UNIVERSIDADE DE CAXIAS DO SUL,UCS,13,FUNDACAO UNIVERSIDADE DE CAXIAS DO SUL,5,1,4,43,4305108,0,986,0,0,5,7,112,125,374,186,103,39,17,11,7,0,1,nan,1,1,1,1,1,1,45000,13000,2,317830674.88,0.0,23340784.81,116640929.45,40981947.99,38592335.59,126240140.93,13363049.17,4143807.32,0.0
2019,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNISINOS,14,ASSOCIACAO ANTONIO VIEIRA,5,1,4,43,4318705,0,968,1,2,3,3,278,274,182,67,70,27,21,25,7,8,1,nan,1,1,1,1,1,1,18738,90,2,412720706.0,48648435.0,69215817.0,132009348.0,36078384.0,45598881.0,102854805.0,8555525.0,14070742.0,32473758.0
2019,18,UNIVERSIDADE CAT�LICA DE PELOTAS,UCPEL,18,ASSOCIACAO PELOTENSE DE ASSISTENCIA E CULTURA,5,1,4,43,4314407,0,205,2,3,1,2,22,32,66,28,23,14,9,2,0,1,1,nan,1,0,0,1,0,1,38,11000,2,113995940.85,0.0,5009556.06,29760939.73,10314831.92,6707597.48,249635.84,3410787.98,3085671.97,61818974.51
2019,19,PONTIF�CIA UNIVERSIDADE CAT�LICA DE CAMPINAS,PUC-CAMPINAS,19,SOCIEDADE CAMPINEIRA DE EDUCACAO E INSTRUCAO,5,1,3,35,3509502,0,786,11,7,16,14,188,149,196,125,38,20,6,11,3,2,1,nan,1,0,1,1,1,1,5325,2520,2,302672689.42,5600493.65,56104124.02,94571612.58,50702652.07,65153639.83,56078866.55,25510000.0,9919130.66,8224226.54
2019,20,UNIVERSIDADE DE PASSO FUNDO,UPF,20,FUNDACAO UNIVERSIDADE DE PASSO FUNDO,5,1,4,43,4314100,0,950,24,19,48,21,218,198,152,101,96,34,23,10,1,5,1,nan,1,1,0,1,1,1,60,201570,1,290319968.74,1900218.71,22579106.91,148842717.26,53465483.62,14209362.64,102567282.16,6077092.99,3587287.34,19933426.34
2019,21,PONTIF�CIA UNIVERSIDADE CAT�LICA DO RIO GRANDE DO SUL,PUCRS,21,UNIAO BRASILEIRA DE EDUCACAO E ASSISTENCIA,5,1,4,43,4314902,1,1822,44,29,73,52,344,578,256,212,93,60,25,23,19,14,1,nan,1,1,1,1,1,1,29,568234,2,613746222.0,0.0,88647674.0,122683734.0,87602977.0,113001397.0,167115574.0,24764532.0,24900847.0,133376746.0
2019,19229,FACULDADE PRESBITERIANA MACKENZIE BRASILIA,FPMB,22,INSTITUTO PRESBITERIANO MACKENZIE,5,3,5,53,5300108,1,7,0,0,0,0,0,0,5,0,0,1,0,1,0,0,1,nan,1,1,1,1,1,1,51737,17793,2,857170.81,0.0,337.0,631129.99,591270.29,472669.14,0.0,336712.12,497261.48,3157246.67
2019,353,FACULDADE EVANG�LICA MACKENZIE DO PARAN�,FEMPAR,22,INSTITUTO PRESBITERIANO MACKENZIE,5,3,4,41,4106902,1,64,1,2,3,1,10,11,15,5,5,1,5,2,1,2,1,nan,1,1,0,1,1,1,50000,18000,2,40489041.3,0.0,1796079.0,8373711.39,3078166.05,1352526.16,13154404.0,2318750.47,0.0,0.0
2019,22,UNIVERSIDADE PRESBITERIANA MACKENZIE,MACKENZIE,22,INSTITUTO PRESBITERIANO MACKENZIE,5,1,3,35,3550308,1,2129,14,44,24,60,461,563,364,236,177,90,31,55,5,5,1,nan,1,1,0,1,1,1,51737,17793,1,663105246.61,0.0,78367738.57,131193055.6,106761962.71,113083327.62,0.0,46889524.63,133533289.9,239468700.7
2019,195,FACULDADE PRESBITERIANA MACKENZIE RIO,nan,22,INSTITUTO PRESBITERIANO MACKENZIE,5,3,3,33,3304557,1,52,0,0,1,1,9,20,9,4,5,2,0,1,0,0,1,nan,1,0,1,1,1,1,51737,17793,2,18698072.1,0.0,158808.0,5243087.91,2144421.45,1731018.67,0.0,725336.47,0.0,5900440.4
2019,23,UNIVERSIDADE FEEVALE,FEEVALE,23,ASSOCIACAO PRO ENSINO SUPERIOR EM NOVO HAMBURGO,5,1,4,43,4313409,0,498,0,0,0,0,137,77,121,56,55,22,21,5,3,1,1,nan,1,1,1,1,1,1,8003,213442,2,241532175.33,3701561.41,37232233.07,51057513.14,32486731.69,31617509.32,67765696.96,12998196.4,9714866.09,73212964.93
2019,24,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,UESC,24,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,2,1,2,29,2913606,0,379,0,13,0,5,36,55,97,55,63,30,13,10,2,0,1,nan,0,0,1,1,1,1,11,0,2,3097039.3,6586961.92,216911517.72,133087503.44,14341015.14,28313146.52,31305565.83,2462121.11,9565958.46,0.0
2019,26,ESCOLA NACIONAL DE CI�NCIAS ESTAT�STICAS,ENCE,26,FUNDACAO INSTIT BRAS DE GEOGRAFIA E ESTATISTICA IBGE,1,3,3,33,3304557,1,74,0,0,0,0,11,14,6,7,10,5,4,7,6,4,1,nan,0,1,1,1,0,1,4,0,1,6155695.76,2972774911.54,1448748.56,1.0,710701682.82,183094392.52,358289216.02,180794951.23,0.0,0.0
2019,27,UNIVERSIDADE VALE DO RIO VERDE,UNINCOR,27,FUNDACAO COMUNITARIA TRICORDIANA DE EDUCACAO,5,1,3,31,3169307,0,262,4,10,3,3,36,29,59,26,27,23,17,17,6,2,1,nan,0,1,0,1,1,1,150000,16782,1,54181168.22,0.0,2707320.07,14637820.47,10985360.7,2100722.71,25054521.33,611237.98,20500.0,6859151.51
2019,29,UNIVERSIDADE ESTADUAL DO CEAR�,UECE,29,FUNDACAO UNIVERSIDADE ESTADUAL DO CEARA FUNECE,2,1,2,23,2304400,1,442,24,57,26,27,123,93,44,39,3,3,2,1,0,0,1,nan,0,1,1,1,1,1,0,90,2,8987340.19,277632484.44,0.0,135027057.3,40269438.14,61588552.45,46830554.39,1525478.82,3543731.27,296886.28
2019,30,UNIVERSIDADE JOS� DO ROS�RIO VELLANO,UNIFENAS,30,FUNDACAO DE ENSINO E TECNOLOGIA DE ALFENAS,5,1,3,31,3101607,0,752,38,106,26,52,134,134,74,57,51,36,18,18,5,3,1,nan,1,1,1,1,0,1,32,9782,1,234352710.09,480381.84,64618750.61,46965853.96,48382154.92,62485639.07,68050918.32,8663903.03,452600.0,45866153.1
2019,32,UNIVERSIDADE ESTADUAL DE CI�NCIAS DA SA�DE DE ALAGOAS - UNCISAL,UNCISAL,32,UNIVERSIDADE ESTADUAL DE CIENCIAS DA SAUDE DE ALAGOAS - UNCISAL,2,1,2,27,2704302,1,730,0,0,16,27,119,78,290,200,0,0,0,0,0,0,1,nan,0,0,1,1,1,1,0,0,1,1328430.0,239130491.06,710837.47,1239813.86,941396.5,268490.08,75778366.5,4264517.79,0.0,148817038.67
2019,18817,Faculdade de Tecnologia de S�o Roque,FATEC-SR,33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,2,3,3,35,3550605,0,6,0,0,0,0,1,0,0,1,1,1,0,2,0,0,0,nan,0,0,1,1,1,1,0,8000,1,0.0,629874491.31,0.0,371346187.75,44344294.37,139489504.15,57049463.96,17645041.08,0.0,0.0
2019,4024,FACULDADE DE TECNOLOGIA DE MOCOCA,FATEC,33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,2,3,3,35,3530508,0,12,0,0,0,0,0,0,2,6,2,0,0,2,0,0,0,nan,1,0,1,1,0,1,0,0,1,0.0,629874491.31,0.0,371346187.75,44344294.37,139489504.15,57049463.96,17645041.08,0.0,0.0
2019,18049,Faculdade de Tecnologia de Taubat�,FATEC TAUBAT�,33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,2,3,3,35,3554102,0,9,0,0,0,0,0,0,3,3,2,1,0,0,0,0,0,nan,0,0,1,1,0,1,0,0,1,0.0,629874491.31,0.0,371346187.75,44344294.37,139489504.15,57049463.96,17645041.08,0.0,0.0
2019,19501,Faculdade de Tecnologia Sebrae,FATEC SEBRAE,33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,2,3,3,35,3550308,1,4,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,nan,1,0,0,1,0,1,7559,8315,1,0.0,629874491.31,0.0,371346187.75,44344294.37,139489504.15,57049463.96,17645041.08,0.0,0.0
2019,19864,Faculdade de Tecnologia de Itapira,FATEC Itapira,33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,2,3,3,35,3522604,0,10,0,0,0,0,0,1,3,1,1,2,1,1,0,0,0,nan,0,0,1,0,0,0,0,6500,1,0.0,629874491.31,0.0,371346187.75,44344294.37,139489504.15,57049463.96,17645041.08,0.0,0.0
